fname,label
train_00102.wav,Barking
train_00103.wav,Barking
train_00104.wav,Barking
train_00105.wav,Barking
train_00106.wav,Barking
train_00107.wav,Barking
train_00108.wav,Barking
train_00109.wav,Barking
train_00110.wav,Barking
train_00111.wav,Barking
train_00112.wav,Barking
train_00113.wav,Barking
train_00114.wav,Barking
train_00115.wav,Barking
train_00116.wav,Barking
train_00117.wav,Barking
train_00118.wav,Barking
train_00119.wav,Barking
train_00120.wav,Barking
train_00121.wav,Barking
train_00122.wav,Barking
train_00123.wav,Barking
train_00124.wav,Barking
train_00125.wav,Barking
train_00126.wav,Barking
train_00127.wav,Barking
train_00128.wav,Barking
train_00129.wav,Barking
train_00130.wav,Barking
train_00131.wav,Barking
train_00132.wav,Barking
train_00133.wav,Barking
train_00134.wav,Barking
train_00135.wav,Barking
train_00136.wav,Barking
train_00137.wav,Barking
train_00138.wav,Barking
train_00139.wav,Barking
train_00140.wav,Barking
train_00141.wav,Barking
train_00142.wav,Barking
train_00143.wav,Barking
train_00144.wav,Barking
train_00145.wav,Barking
train_00146.wav,Barking
train_00147.wav,Barking
train_00148.wav,Barking
train_00149.wav,Barking
train_00150.wav,Barking
train_00151.wav,Barking
train_00152.wav,Barking
train_00153.wav,Barking
train_00154.wav,Barking
train_00155.wav,Barking
train_00156.wav,Barking
train_00157.wav,Barking
train_00158.wav,Barking
train_00159.wav,Barking
train_00160.wav,Barking
train_00161.wav,Barking
train_00162.wav,Barking
train_00163.wav,Barking
train_00164.wav,Barking
train_00165.wav,Barking
train_00166.wav,Barking
train_00167.wav,Barking
train_00168.wav,Barking
train_00169.wav,Barking
train_00170.wav,Barking
train_00171.wav,Barking
train_00172.wav,Barking
train_00173.wav,Barking
train_00174.wav,Barking
train_00175.wav,Barking
train_00176.wav,Barking
train_00177.wav,Barking
train_00178.wav,Barking
train_00179.wav,Barking
train_00180.wav,Barking
train_00181.wav,Barking
train_00182.wav,Barking
train_00183.wav,Barking
train_00184.wav,Barking
train_00185.wav,Barking
train_00186.wav,Barking
train_00187.wav,Barking
train_00188.wav,Barking
train_00189.wav,Barking
train_00190.wav,Barking
train_00191.wav,Barking
train_00192.wav,Barking
train_00193.wav,Barking
train_00194.wav,Barking
train_00195.wav,Barking
train_00196.wav,Barking
train_00197.wav,Barking
train_00198.wav,Barking
train_00199.wav,Barking
train_00200.wav,Barking
train_00201.wav,Howling
train_00202.wav,Howling
train_00203.wav,Howling
train_00204.wav,Howling
train_00205.wav,Howling
train_00206.wav,Howling
train_00207.wav,Howling
train_00208.wav,Howling
train_00209.wav,Howling
train_00210.wav,Howling
train_00211.wav,Howling
train_00212.wav,Howling
train_00213.wav,Howling
train_00214.wav,Howling
train_00215.wav,Howling
train_00216.wav,Howling
train_00217.wav,Howling
train_00218.wav,Howling
train_00219.wav,Howling
train_00220.wav,Howling
train_00221.wav,Howling
train_00222.wav,Howling
train_00223.wav,Howling
train_00224.wav,Howling
train_00225.wav,Howling
train_00226.wav,Howling
train_00227.wav,Howling
train_00228.wav,Howling
train_00229.wav,Howling
train_00230.wav,Howling
train_00231.wav,Howling
train_00232.wav,Howling
train_00233.wav,Howling
train_00234.wav,Howling
train_00235.wav,Howling
train_00236.wav,Howling
train_00237.wav,Howling
train_00238.wav,Howling
train_00239.wav,Howling
train_00240.wav,Howling
train_00241.wav,Howling
train_00242.wav,Howling
train_00243.wav,Howling
train_00244.wav,Howling
train_00245.wav,Howling
train_00246.wav,Howling
train_00247.wav,Howling
train_00248.wav,Howling
train_00249.wav,Howling
train_00250.wav,Howling
train_00251.wav,Howling
train_00252.wav,Howling
train_00253.wav,Howling
train_00254.wav,Howling
train_00255.wav,Howling
train_00256.wav,Howling
train_00257.wav,Howling
train_00258.wav,Howling
train_00259.wav,Howling
train_00260.wav,Howling
train_00261.wav,Howling
train_00262.wav,Howling
train_00263.wav,Howling
train_00264.wav,Howling
train_00265.wav,Howling
train_00266.wav,Howling
train_00267.wav,Howling
train_00268.wav,Howling
train_00269.wav,Howling
train_00270.wav,Howling
train_00271.wav,Howling
train_00272.wav,Howling
train_00273.wav,Howling
train_00274.wav,Howling
train_00275.wav,Howling
train_00276.wav,Howling
train_00277.wav,Howling
train_00278.wav,Howling
train_00279.wav,Howling
train_00280.wav,Howling
train_00281.wav,Howling
train_00282.wav,Howling
train_00283.wav,Howling
train_00284.wav,Howling
train_00285.wav,Howling
train_00286.wav,Howling
train_00287.wav,Howling
train_00288.wav,Howling
train_00289.wav,Howling
train_00290.wav,Howling
train_00291.wav,Howling
train_00292.wav,Howling
train_00293.wav,Howling
train_00294.wav,Howling
train_00295.wav,Howling
train_00296.wav,Howling
train_00297.wav,Howling
train_00298.wav,Howling
train_00299.wav,Howling
train_00300.wav,Howling
train_00301.wav,Howling
train_00302.wav,Howling
train_00303.wav,Howling
train_00304.wav,Howling
train_00305.wav,Howling
train_00306.wav,Howling
train_00307.wav,Howling
train_00308.wav,Howling
train_00309.wav,Howling
train_00310.wav,Howling
train_00311.wav,Howling
train_00312.wav,Howling
train_00313.wav,Howling
train_00314.wav,Howling
train_00315.wav,Howling
train_00316.wav,Howling
train_00317.wav,Howling
train_00318.wav,Howling
train_00319.wav,Howling
train_00320.wav,Howling
train_00321.wav,Howling
train_00322.wav,Howling
train_00323.wav,Howling
train_00324.wav,Howling
train_00325.wav,Howling
train_00326.wav,Howling
train_00327.wav,Howling
train_00328.wav,Howling
train_00329.wav,Howling
train_00330.wav,Howling
train_00331.wav,Howling
train_00332.wav,Howling
train_00333.wav,Howling
train_00334.wav,Howling
train_00335.wav,Howling
train_00336.wav,Howling
train_00337.wav,Howling
train_00338.wav,Howling
train_00339.wav,Howling
train_00340.wav,Howling
train_00341.wav,Howling
train_00342.wav,Howling
train_00343.wav,Howling
train_00344.wav,Howling
train_00345.wav,Howling
train_00346.wav,Howling
train_00347.wav,Howling
train_00348.wav,Howling
train_00349.wav,Howling
train_00350.wav,Howling
train_00351.wav,Howling
train_00352.wav,Howling
train_00353.wav,Howling
train_00354.wav,Howling
train_00355.wav,Howling
train_00356.wav,Howling
train_00357.wav,Howling
train_00358.wav,Howling
train_00359.wav,Howling
train_00360.wav,Howling
train_00361.wav,Howling
train_00362.wav,Howling
train_00363.wav,Howling
train_00364.wav,Howling
train_00365.wav,Howling
train_00366.wav,Howling
train_00367.wav,Howling
train_00368.wav,Howling
train_00369.wav,Howling
train_00370.wav,Howling
train_00371.wav,Howling
train_00372.wav,Howling
train_00373.wav,Howling
train_00374.wav,Howling
train_00375.wav,Howling
train_00376.wav,Howling
train_00377.wav,Howling
train_00378.wav,Howling
train_00379.wav,Howling
train_00380.wav,Howling
train_00381.wav,Howling
train_00382.wav,Howling
train_00383.wav,Howling
train_00384.wav,Howling
train_00385.wav,Howling
train_00386.wav,Howling
train_00387.wav,Howling
train_00388.wav,Howling
train_00389.wav,Howling
train_00390.wav,Howling
train_00391.wav,Howling
train_00392.wav,Howling
train_00393.wav,Crying
train_00394.wav,Howling
train_00395.wav,Howling
train_00396.wav,Howling
train_00397.wav,Howling
train_00398.wav,Howling
train_00399.wav,Howling
train_00400.wav,Howling
train_00401.wav,Crying
train_00402.wav,Crying
train_00403.wav,Crying
train_00404.wav,Crying
train_00405.wav,Crying
train_00406.wav,Crying
train_00407.wav,Crying
train_00408.wav,Crying
train_00409.wav,Crying
train_00410.wav,Crying
train_00411.wav,Crying
train_00412.wav,Crying
train_00413.wav,Crying
train_00414.wav,Crying
train_00415.wav,Crying
train_00416.wav,Crying
train_00417.wav,Crying
train_00418.wav,Crying
train_00419.wav,Crying
train_00420.wav,Crying
train_00421.wav,Crying
train_00422.wav,Crying
train_00423.wav,Crying
train_00424.wav,Crying
train_00425.wav,Crying
train_00426.wav,Crying
train_00427.wav,Crying
train_00428.wav,Crying
train_00429.wav,Crying
train_00430.wav,Crying
train_00431.wav,Crying
train_00432.wav,Crying
train_00433.wav,Crying
train_00434.wav,Crying
train_00435.wav,Crying
train_00436.wav,Crying
train_00437.wav,Crying
train_00438.wav,Crying
train_00439.wav,Crying
train_00440.wav,Crying
train_00441.wav,Crying
train_00442.wav,Crying
train_00443.wav,Crying
train_00444.wav,Crying
train_00445.wav,Crying
train_00446.wav,Crying
train_00447.wav,Crying
train_00448.wav,Crying
train_00449.wav,Crying
train_00450.wav,Crying
train_00451.wav,Crying
train_00452.wav,Crying
train_00453.wav,Crying
train_00454.wav,Crying
train_00455.wav,Crying
train_00456.wav,Crying
train_00457.wav,Crying
train_00458.wav,Crying
train_00459.wav,Crying
train_00460.wav,Crying
train_00461.wav,Crying
train_00462.wav,Crying
train_00463.wav,Crying
train_00464.wav,Crying
train_00465.wav,Crying
train_00466.wav,Crying
train_00467.wav,Crying
train_00468.wav,Crying
train_00469.wav,Crying
train_00470.wav,Crying
train_00471.wav,Crying
train_00472.wav,Crying
train_00473.wav,Crying
train_00474.wav,Crying
train_00475.wav,Crying
train_00476.wav,Crying
train_00477.wav,Crying
train_00478.wav,Crying
train_00479.wav,Crying
train_00480.wav,Crying
train_00481.wav,Crying
train_00482.wav,Crying
train_00483.wav,Crying
train_00484.wav,Crying
train_00485.wav,Crying
train_00486.wav,Crying
train_00487.wav,Crying
train_00488.wav,Crying
train_00489.wav,Crying
train_00490.wav,Crying
train_00491.wav,Crying
train_00492.wav,Crying
train_00493.wav,Crying
train_00494.wav,Crying
train_00495.wav,Crying
train_00496.wav,Crying
train_00497.wav,Crying
train_00498.wav,Crying
train_00499.wav,Crying
train_00500.wav,Crying
train_00501.wav,Crying
train_00502.wav,Crying
train_00503.wav,Crying
train_00504.wav,Crying
train_00505.wav,Crying
train_00506.wav,Crying
train_00507.wav,Crying
train_00508.wav,Crying
train_00509.wav,Crying
train_00510.wav,Crying
train_00511.wav,Crying
train_00512.wav,Crying
train_00513.wav,Crying
train_00514.wav,Crying
train_00515.wav,Crying
train_00516.wav,Crying
train_00517.wav,Crying
train_00518.wav,Crying
train_00519.wav,Crying
train_00520.wav,Crying
train_00521.wav,Crying
train_00522.wav,Crying
train_00523.wav,Crying
train_00524.wav,Crying
train_00525.wav,Crying
train_00526.wav,Crying
train_00527.wav,Crying
train_00528.wav,Crying
train_00529.wav,Crying
train_00530.wav,Crying
train_00531.wav,Crying
train_00532.wav,Crying
train_00533.wav,Crying
train_00534.wav,Crying
train_00535.wav,Crying
train_00536.wav,Crying
train_00537.wav,Crying
train_00538.wav,Crying
train_00539.wav,Crying
train_00540.wav,Crying
train_00541.wav,Crying
train_00542.wav,Crying
train_00543.wav,Crying
train_00544.wav,Crying
train_00545.wav,Crying
train_00546.wav,Crying
train_00547.wav,Crying
train_00548.wav,Crying
train_00549.wav,Crying
train_00550.wav,Crying
train_00551.wav,Crying
train_00552.wav,Crying
train_00553.wav,Crying
train_00554.wav,Crying
train_00555.wav,Crying
train_00556.wav,Crying
train_00557.wav,Crying
train_00558.wav,Crying
train_00559.wav,Crying
train_00560.wav,Crying
train_00561.wav,Crying
train_00562.wav,Crying
train_00563.wav,Crying
train_00564.wav,Crying
train_00565.wav,Crying
train_00566.wav,Crying
train_00567.wav,Crying
train_00568.wav,Crying
train_00569.wav,Crying
train_00570.wav,Crying
train_00571.wav,Crying
train_00572.wav,Crying
train_00573.wav,Crying
train_00574.wav,Crying
train_00575.wav,Crying
train_00576.wav,Crying
train_00577.wav,Howling
train_00578.wav,Crying
train_00579.wav,Crying
train_00580.wav,Crying
train_00581.wav,Crying
train_00582.wav,Crying
train_00583.wav,Crying
train_00584.wav,Crying
train_00585.wav,Crying
train_00586.wav,Crying
train_00587.wav,Crying
train_00588.wav,Crying
train_00589.wav,Crying
train_00590.wav,Crying
train_00591.wav,Crying
train_00592.wav,Crying
train_00593.wav,Crying
train_00594.wav,Crying
train_00595.wav,Crying
train_00596.wav,Crying
train_00597.wav,Crying
train_00598.wav,Crying
train_00599.wav,Crying
train_00600.wav,Crying
train_00601.wav,COSmoke
train_00602.wav,COSmoke
train_00603.wav,COSmoke
train_00604.wav,COSmoke
train_00605.wav,COSmoke
train_00606.wav,COSmoke
train_00607.wav,COSmoke
train_00608.wav,COSmoke
train_00609.wav,COSmoke
train_00610.wav,COSmoke
train_00611.wav,COSmoke
train_00612.wav,COSmoke
train_00613.wav,COSmoke
train_00614.wav,COSmoke
train_00615.wav,COSmoke
train_00616.wav,COSmoke
train_00617.wav,COSmoke
train_00618.wav,COSmoke
train_00619.wav,COSmoke
train_00620.wav,COSmoke
train_00621.wav,COSmoke
train_00622.wav,COSmoke
train_00623.wav,COSmoke
train_00624.wav,COSmoke
train_00625.wav,COSmoke
train_00626.wav,COSmoke
train_00627.wav,COSmoke
train_00628.wav,COSmoke
train_00629.wav,COSmoke
train_00630.wav,COSmoke
train_00631.wav,COSmoke
train_00632.wav,COSmoke
train_00633.wav,COSmoke
train_00634.wav,COSmoke
train_00635.wav,COSmoke
train_00636.wav,COSmoke
train_00637.wav,COSmoke
train_00638.wav,COSmoke
train_00639.wav,COSmoke
train_00640.wav,COSmoke
train_00641.wav,COSmoke
train_00642.wav,COSmoke
train_00643.wav,COSmoke
train_00644.wav,COSmoke
train_00645.wav,COSmoke
train_00646.wav,COSmoke
train_00647.wav,COSmoke
train_00648.wav,COSmoke
train_00649.wav,COSmoke
train_00650.wav,COSmoke
train_00651.wav,COSmoke
train_00652.wav,COSmoke
train_00653.wav,COSmoke
train_00654.wav,COSmoke
train_00655.wav,COSmoke
train_00656.wav,COSmoke
train_00657.wav,COSmoke
train_00658.wav,COSmoke
train_00659.wav,COSmoke
train_00660.wav,COSmoke
train_00661.wav,COSmoke
train_00662.wav,COSmoke
train_00663.wav,COSmoke
train_00664.wav,COSmoke
train_00665.wav,COSmoke
train_00666.wav,COSmoke
train_00667.wav,COSmoke
train_00668.wav,COSmoke
train_00669.wav,COSmoke
train_00670.wav,COSmoke
train_00671.wav,COSmoke
train_00672.wav,COSmoke
train_00673.wav,COSmoke
train_00674.wav,COSmoke
train_00675.wav,COSmoke
train_00676.wav,COSmoke
train_00677.wav,COSmoke
train_00678.wav,COSmoke
train_00679.wav,COSmoke
train_00680.wav,COSmoke
train_00681.wav,COSmoke
train_00682.wav,COSmoke
train_00683.wav,COSmoke
train_00684.wav,COSmoke
train_00685.wav,COSmoke
train_00686.wav,COSmoke
train_00687.wav,COSmoke
train_00688.wav,COSmoke
train_00689.wav,COSmoke
train_00690.wav,COSmoke
train_00691.wav,COSmoke
train_00692.wav,COSmoke
train_00693.wav,COSmoke
train_00694.wav,COSmoke
train_00695.wav,COSmoke
train_00696.wav,COSmoke
train_00697.wav,COSmoke
train_00698.wav,COSmoke
train_00699.wav,COSmoke
train_00700.wav,COSmoke
train_00701.wav,COSmoke
train_00702.wav,COSmoke
train_00703.wav,COSmoke
train_00704.wav,COSmoke
train_00705.wav,COSmoke
train_00706.wav,COSmoke
train_00707.wav,COSmoke
train_00708.wav,COSmoke
train_00709.wav,COSmoke
train_00710.wav,COSmoke
train_00711.wav,COSmoke
train_00712.wav,COSmoke
train_00713.wav,COSmoke
train_00714.wav,COSmoke
train_00715.wav,COSmoke
train_00716.wav,COSmoke
train_00717.wav,COSmoke
train_00718.wav,COSmoke
train_00719.wav,COSmoke
train_00720.wav,COSmoke
train_00721.wav,COSmoke
train_00722.wav,COSmoke
train_00723.wav,COSmoke
train_00724.wav,COSmoke
train_00725.wav,COSmoke
train_00726.wav,COSmoke
train_00727.wav,COSmoke
train_00728.wav,COSmoke
train_00729.wav,COSmoke
train_00730.wav,COSmoke
train_00731.wav,COSmoke
train_00732.wav,COSmoke
train_00733.wav,COSmoke
train_00734.wav,COSmoke
train_00735.wav,COSmoke
train_00736.wav,COSmoke
train_00737.wav,COSmoke
train_00738.wav,COSmoke
train_00739.wav,COSmoke
train_00740.wav,COSmoke
train_00741.wav,COSmoke
train_00742.wav,COSmoke
train_00743.wav,COSmoke
train_00744.wav,COSmoke
train_00745.wav,COSmoke
train_00746.wav,COSmoke
train_00747.wav,COSmoke
train_00748.wav,COSmoke
train_00749.wav,COSmoke
train_00750.wav,COSmoke
train_00751.wav,COSmoke
train_00752.wav,COSmoke
train_00753.wav,COSmoke
train_00754.wav,COSmoke
train_00755.wav,COSmoke
train_00756.wav,COSmoke
train_00757.wav,COSmoke
train_00758.wav,COSmoke
train_00759.wav,COSmoke
train_00760.wav,COSmoke
train_00761.wav,COSmoke
train_00762.wav,COSmoke
train_00763.wav,COSmoke
train_00764.wav,COSmoke
train_00765.wav,COSmoke
train_00766.wav,COSmoke
train_00767.wav,COSmoke
train_00768.wav,COSmoke
train_00769.wav,COSmoke
train_00770.wav,COSmoke
train_00771.wav,COSmoke
train_00772.wav,COSmoke
train_00773.wav,COSmoke
train_00774.wav,COSmoke
train_00775.wav,COSmoke
train_00776.wav,COSmoke
train_00777.wav,COSmoke
train_00778.wav,COSmoke
train_00779.wav,COSmoke
train_00780.wav,COSmoke
train_00781.wav,COSmoke
train_00782.wav,COSmoke
train_00783.wav,COSmoke
train_00784.wav,COSmoke
train_00785.wav,COSmoke
train_00786.wav,COSmoke
train_00787.wav,COSmoke
train_00788.wav,COSmoke
train_00789.wav,COSmoke
train_00790.wav,COSmoke
train_00791.wav,COSmoke
train_00792.wav,COSmoke
train_00793.wav,COSmoke
train_00794.wav,COSmoke
train_00795.wav,COSmoke
train_00796.wav,COSmoke
train_00797.wav,COSmoke
train_00798.wav,COSmoke
train_00799.wav,COSmoke
train_00800.wav,COSmoke
train_00801.wav,GlassBreaking
train_00802.wav,GlassBreaking
train_00803.wav,GlassBreaking
train_00804.wav,GlassBreaking
train_00805.wav,GlassBreaking
train_00806.wav,GlassBreaking
train_00807.wav,GlassBreaking
train_00808.wav,GlassBreaking
train_00809.wav,GlassBreaking
train_00810.wav,GlassBreaking
train_00811.wav,GlassBreaking
train_00812.wav,GlassBreaking
train_00813.wav,GlassBreaking
train_00814.wav,GlassBreaking
train_00815.wav,GlassBreaking
train_00816.wav,GlassBreaking
train_00817.wav,GlassBreaking
train_00818.wav,GlassBreaking
train_00819.wav,GlassBreaking
train_00820.wav,GlassBreaking
train_00821.wav,GlassBreaking
train_00822.wav,GlassBreaking
train_00823.wav,GlassBreaking
train_00824.wav,GlassBreaking
train_00825.wav,GlassBreaking
train_00826.wav,GlassBreaking
train_00827.wav,GlassBreaking
train_00828.wav,GlassBreaking
train_00829.wav,GlassBreaking
train_00830.wav,GlassBreaking
train_00831.wav,GlassBreaking
train_00832.wav,GlassBreaking
train_00833.wav,GlassBreaking
train_00834.wav,GlassBreaking
train_00835.wav,GlassBreaking
train_00836.wav,GlassBreaking
train_00837.wav,GlassBreaking
train_00838.wav,GlassBreaking
train_00839.wav,GlassBreaking
train_00840.wav,GlassBreaking
train_00841.wav,GlassBreaking
train_00842.wav,GlassBreaking
train_00843.wav,GlassBreaking
train_00844.wav,GlassBreaking
train_00845.wav,GlassBreaking
train_00846.wav,GlassBreaking
train_00847.wav,GlassBreaking
train_00848.wav,GlassBreaking
train_00849.wav,GlassBreaking
train_00850.wav,GlassBreaking
train_00851.wav,GlassBreaking
train_00852.wav,GlassBreaking
train_00853.wav,GlassBreaking
train_00854.wav,GlassBreaking
train_00855.wav,GlassBreaking
train_00856.wav,GlassBreaking
train_00857.wav,GlassBreaking
train_00858.wav,GlassBreaking
train_00859.wav,GlassBreaking
train_00860.wav,GlassBreaking
train_00861.wav,GlassBreaking
train_00862.wav,GlassBreaking
train_00863.wav,GlassBreaking
train_00864.wav,GlassBreaking
train_00865.wav,GlassBreaking
train_00866.wav,GlassBreaking
train_00867.wav,GlassBreaking
train_00868.wav,GlassBreaking
train_00869.wav,GlassBreaking
train_00870.wav,GlassBreaking
train_00871.wav,GlassBreaking
train_00872.wav,GlassBreaking
train_00873.wav,GlassBreaking
train_00874.wav,GlassBreaking
train_00875.wav,GlassBreaking
train_00876.wav,GlassBreaking
train_00877.wav,GlassBreaking
train_00878.wav,GlassBreaking
train_00879.wav,GlassBreaking
train_00880.wav,GlassBreaking
train_00881.wav,GlassBreaking
train_00882.wav,GlassBreaking
train_00883.wav,GlassBreaking
train_00884.wav,GlassBreaking
train_00885.wav,GlassBreaking
train_00886.wav,GlassBreaking
train_00887.wav,GlassBreaking
train_00888.wav,GlassBreaking
train_00889.wav,GlassBreaking
train_00890.wav,GlassBreaking
train_00891.wav,GlassBreaking
train_00892.wav,GlassBreaking
train_00893.wav,GlassBreaking
train_00894.wav,GlassBreaking
train_00895.wav,GlassBreaking
train_00896.wav,GlassBreaking
train_00897.wav,GlassBreaking
train_00898.wav,GlassBreaking
train_00899.wav,GlassBreaking
train_00900.wav,GlassBreaking
train_00901.wav,GlassBreaking
train_00902.wav,GlassBreaking
train_00903.wav,GlassBreaking
train_00904.wav,GlassBreaking
train_00905.wav,GlassBreaking
train_00906.wav,GlassBreaking
train_00907.wav,GlassBreaking
train_00908.wav,GlassBreaking
train_00909.wav,Other
train_00910.wav,GlassBreaking
train_00911.wav,GlassBreaking
train_00912.wav,GlassBreaking
train_00913.wav,GlassBreaking
train_00914.wav,GlassBreaking
train_00915.wav,GlassBreaking
train_00916.wav,GlassBreaking
train_00917.wav,GlassBreaking
train_00918.wav,GlassBreaking
train_00919.wav,GlassBreaking
train_00920.wav,GlassBreaking
train_00921.wav,GlassBreaking
train_00922.wav,GlassBreaking
train_00923.wav,GlassBreaking
train_00924.wav,GlassBreaking
train_00925.wav,GlassBreaking
train_00926.wav,GlassBreaking
train_00927.wav,GlassBreaking
train_00928.wav,GlassBreaking
train_00929.wav,GlassBreaking
train_00930.wav,GlassBreaking
train_00931.wav,GlassBreaking
train_00932.wav,GlassBreaking
train_00933.wav,GlassBreaking
train_00934.wav,GlassBreaking
train_00935.wav,GlassBreaking
train_00936.wav,GlassBreaking
train_00937.wav,GlassBreaking
train_00938.wav,GlassBreaking
train_00939.wav,GlassBreaking
train_00940.wav,GlassBreaking
train_00941.wav,GlassBreaking
train_00942.wav,GlassBreaking
train_00943.wav,GlassBreaking
train_00944.wav,GlassBreaking
train_00945.wav,GlassBreaking
train_00946.wav,GlassBreaking
train_00947.wav,GlassBreaking
train_00948.wav,GlassBreaking
train_00949.wav,GlassBreaking
train_00950.wav,GlassBreaking
train_00951.wav,GlassBreaking
train_00952.wav,GlassBreaking
train_00953.wav,GlassBreaking
train_00954.wav,GlassBreaking
train_00955.wav,GlassBreaking
train_00956.wav,GlassBreaking
train_00957.wav,GlassBreaking
train_00958.wav,GlassBreaking
train_00959.wav,GlassBreaking
train_00960.wav,GlassBreaking
train_00961.wav,GlassBreaking
train_00962.wav,GlassBreaking
train_00963.wav,GlassBreaking
train_00964.wav,GlassBreaking
train_00965.wav,GlassBreaking
train_00966.wav,GlassBreaking
train_00967.wav,GlassBreaking
train_00968.wav,GlassBreaking
train_00969.wav,GlassBreaking
train_00970.wav,GlassBreaking
train_00971.wav,GlassBreaking
train_00972.wav,GlassBreaking
train_00973.wav,GlassBreaking
train_00974.wav,GlassBreaking
train_00975.wav,GlassBreaking
train_00976.wav,GlassBreaking
train_00977.wav,GlassBreaking
train_00978.wav,GlassBreaking
train_00979.wav,GlassBreaking
train_00980.wav,GlassBreaking
train_00981.wav,GlassBreaking
train_00982.wav,GlassBreaking
train_00983.wav,GlassBreaking
train_00984.wav,GlassBreaking
train_00985.wav,GlassBreaking
train_00986.wav,GlassBreaking
train_00987.wav,GlassBreaking
train_00988.wav,GlassBreaking
train_00989.wav,GlassBreaking
train_00990.wav,GlassBreaking
train_00991.wav,GlassBreaking
train_00992.wav,GlassBreaking
train_00993.wav,GlassBreaking
train_00994.wav,GlassBreaking
train_00995.wav,GlassBreaking
train_00996.wav,GlassBreaking
train_00997.wav,GlassBreaking
train_00998.wav,GlassBreaking
train_00999.wav,GlassBreaking
train_01000.wav,GlassBreaking
train_01001.wav,Other
train_01002.wav,Other
train_01003.wav,Other
train_01004.wav,Other
train_01005.wav,Other
train_01006.wav,Other
train_01007.wav,Other
train_01008.wav,Other
train_01009.wav,Other
train_01010.wav,Other
train_01011.wav,Other
train_01012.wav,Other
train_01013.wav,Other
train_01014.wav,Other
train_01015.wav,Other
train_01016.wav,Other
train_01017.wav,Other
train_01018.wav,Other
train_01019.wav,Other
train_01020.wav,Other
train_01021.wav,Other
train_01022.wav,Other
train_01023.wav,Other
train_01024.wav,Other
train_01025.wav,Other
train_01026.wav,Other
train_01027.wav,Other
train_01028.wav,Other
train_01029.wav,Other
train_01030.wav,Other
train_01031.wav,Other
train_01032.wav,Other
train_01033.wav,Other
train_01034.wav,Other
train_01035.wav,Other
train_01036.wav,Other
train_01037.wav,Other
train_01038.wav,Other
train_01039.wav,Other
train_01040.wav,Other
train_01041.wav,Other
train_01042.wav,Other
train_01043.wav,Other
train_01044.wav,Other
train_01045.wav,Other
train_01046.wav,Other
train_01047.wav,Other
train_01048.wav,Other
train_01049.wav,Other
train_01050.wav,Other
train_01051.wav,Other
train_01052.wav,Other
train_01053.wav,Other
train_01054.wav,Other
train_01055.wav,Other
train_01056.wav,Other
train_01057.wav,Other
train_01058.wav,Other
train_01059.wav,Other
train_01060.wav,Other
train_01061.wav,Other
train_01062.wav,Other
train_01063.wav,Other
train_01064.wav,Other
train_01065.wav,Other
train_01066.wav,Other
train_01067.wav,Other
train_01068.wav,Other
train_01069.wav,Other
train_01070.wav,Other
train_01071.wav,Other
train_01072.wav,Other
